Ingreso,Título,Jurisdicción,Departamento
2018/12/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 14,FLORIDA
2018/12/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 21,MONTEVIDEO
2018/12/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,RIVERA
2018/12/24,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,COLONIA
2018/12/31,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,RIVERA
2018/12/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,FLORIDA
2018/12/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 27,CANELONES
2018/12/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 22,CANELONES
2018/12/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,FLORES
2018/12/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,MONTEVIDEO
2018/12/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,TACUAREMBÓ
2018/12/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,CANELONES
2018/12/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 19,CANELONES
2018/12/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,SORIANO
2018/12/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,LAVALLEJA
2018/12/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,SAN JOSÉ
2018/12/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,FLORIDA
2018/12/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 8,MONTEVIDEO
2018/12/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 23,MONTEVIDEO
2018/12/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,COLONIA
2018/12/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,MONTEVIDEO
2018/12/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 24,MONTEVIDEO
2018/12/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 21,MONTEVIDEO
2018/12/30,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,ROCHA
2018/12/30,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 25,CANELONES
2018/12/31,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,PAYSANDÚ
2018/12/03,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2018/10/11,VIOLACIÓN,COMISARÍA 10,LAVALLEJA
2018/06/08,VIOLACIÓN,COMISARÍA 1,FLORIDA
2018/12/10,VIOLACIÓN,COMISARÍA 2,COLONIA
2018/07/10,VIOLACIÓN,COMISARÍA 5,CANELONES
2018/04/25,VIOLACIÓN,COMISARÍA 1,RIVERA
2018/02/23,VIOLACIÓN,COMISARÍA 1,RIVERA
2018/12/26,VIOLACIÓN,COMISARÍA 11,SORIANO
2018/02/15,VIOLACIÓN,COMISARÍA 5,SAN JOSÉ
2018/04/30,VIOLACIÓN,COMISARÍA 3,SORIANO
2018/03/14,VIOLACIÓN,COMISARÍA 3,MONTEVIDEO
2018/07/12,VIOLACIÓN,COMISARÍA 4,ROCHA
2018/05/15,VIOLACIÓN,COMISARÍA 24,MONTEVIDEO
2018/12/03,VIOLACIÓN,COMISARÍA 3,TACUAREMBÓ
2018/01/02,VIOLACIÓN,COMISARÍA 21,MONTEVIDEO
2018/08/22,VIOLACIÓN,COMISARÍA 4,CANELONES
2018/08/12,VIOLACIÓN,COMISARÍA 4,MALDONADO
2018/01/17,VIOLACIÓN,COMISARÍA 7,FLORES
2018/09/12,VIOLACIÓN,COMISARÍA 5,SORIANO
2018/11/30,VIOLACIÓN,COMISARÍA 15,MONTEVIDEO
2018/01/30,VIOLACIÓN,COMISARÍA 13,MONTEVIDEO
2018/06/19,VIOLACIÓN,COMISARÍA 2,RÍO NEGRO
2018/02/14,VIOLACIÓN,COMISARÍA 18,MONTEVIDEO
2018/01/31,VIOLACIÓN,COMISARÍA 14,CANELONES
2018/05/15,VIOLACIÓN,COMISARÍA 2,MALDONADO
2018/08/28,VIOLACIÓN,COMISARÍA 1,CERRO LARGO
2018/05/30,VIOLACIÓN,COMISARÍA 13,FLORIDA
2018/10/08,VIOLACIÓN,COMISARÍA 16,MONTEVIDEO
2018/04/14,VIOLACIÓN,COMISARÍA 24,MONTEVIDEO
2018/01/16,VIOLACIÓN,COMISARÍA 22,CANELONES
2018/01/03,VIOLACIÓN,COMISARÍA 12,MONTEVIDEO
2018/09/10,VIOLACIÓN,COMISARÍA 4,MONTEVIDEO
2018/02/05,VIOLACIÓN,COMISARÍA 12,ROCHA
2018/01/11,VIOLACIÓN,COMISARÍA 12,LAVALLEJA
2018/02/22,VIOLACIÓN,COMISARÍA 3,PAYSANDÚ
2018/01/04,VIOLACIÓN,COMISARÍA 15,CERRO LARGO
2018/01/27,VIOLACIÓN,COMISARÍA 2,COLONIA
2018/03/03,VIOLACIÓN,COMISARÍA 10,MALDONADO
2018/06/04,VIOLACIÓN,COMISARÍA 3,PAYSANDÚ
2018/05/25,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2018/01/01,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2018/01/03,VIOLACIÓN,COMISARÍA 12,MONTEVIDEO
2018/06/29,VIOLACIÓN,COMISARÍA 18,MONTEVIDEO
2018/01/19,VIOLACIÓN,COMISARÍA 7,CANELONES
2018/01/05,VIOLACIÓN,COMISARÍA 7,CANELONES
2018/01/06,VIOLACIÓN,COMISARÍA 3,SALTO
2018/01/09,VIOLACIÓN,COMISARÍA 16,MONTEVIDEO
2018/01/13,VIOLACIÓN,COMISARÍA 4,RÍO NEGRO
2018/01/12,VIOLACIÓN,COMISARÍA 20,CANELONES
2018/01/12,VIOLACIÓN,COMISARÍA 1,FLORES
2018/01/12,VIOLACIÓN,COMISARÍA 5,COLONIA
2018/01/14,VIOLACIÓN,COMISARÍA 19,MONTEVIDEO
2018/01/19,VIOLACIÓN,COMISARÍA 6,CERRO LARGO
2018/01/21,VIOLACIÓN,COMISARÍA 2,MONTEVIDEO
2018/01/21,VIOLACIÓN,COMISARÍA 9,MONTEVIDEO
2018/01/21,VIOLACIÓN,COMISARÍA 5,MONTEVIDEO
2018/01/21,VIOLACIÓN,COMISARÍA 3,CERRO LARGO
2018/01/22,VIOLACIÓN,COMISARÍA 6,FLORES
2018/01/23,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2018/01/23,VIOLACIÓN,COMISARÍA 11,MONTEVIDEO
2018/01/24,VIOLACIÓN,COMISARÍA 14,LAVALLEJA
2018/01/24,VIOLACIÓN,COMISARÍA 6,MONTEVIDEO
2018/01/26,VIOLACIÓN,COMISARÍA 20,MONTEVIDEO
2018/01/30,VIOLACIÓN,COMISARÍA 7,CANELONES
2018/01/27,VIOLACIÓN,COMISARÍA 1,MALDONADO
2018/01/26,VIOLACIÓN,COMISARÍA 16,CANELONES
2018/01/29,VIOLACIÓN,COMISARÍA 6,CANELONES
2018/01/30,VIOLACIÓN,COMISARÍA 9,RIVERA
2018/01/31,VIOLACIÓN,COMISARÍA 18,MONTEVIDEO
2018/03/15,VIOLACIÓN,COMISARÍA 6,SALTO
2018/02/05,VIOLACIÓN,COMISARÍA 3,CERRO LARGO
2018/04/06,VIOLACIÓN,COMISARÍA 12,MONTEVIDEO
2018/02/06,VIOLACIÓN,COMISARÍA 1,ARTIGAS
2018/02/13,VIOLACIÓN,COMISARÍA 8,SAN JOSÉ
2018/02/06,VIOLACIÓN,COMISARÍA 5,MONTEVIDEO
2018/02/07,VIOLACIÓN,COMISARÍA 3,SALTO
2018/02/07,VIOLACIÓN,COMISARÍA 6,PAYSANDÚ
2018/02/07,VIOLACIÓN,COMISARÍA 1,ARTIGAS
2018/02/11,VIOLACIÓN,COMISARÍA 10,MALDONADO
2018/05/15,VIOLACIÓN,COMISARÍA 5,MONTEVIDEO
2018/02/19,VIOLACIÓN,COMISARÍA 2,CERRO LARGO
2018/02/16,VIOLACIÓN,COMISARÍA 19,CANELONES
2018/02/20,VIOLACIÓN,COMISARÍA 18,MONTEVIDEO
2018/02/23,VIOLACIÓN,COMISARÍA 15,MONTEVIDEO
2018/02/23,VIOLACIÓN,COMISARÍA 2,MONTEVIDEO
2018/02/23,VIOLACIÓN,COMISARÍA 1,MALDONADO
2018/02/26,VIOLACIÓN,COMISARÍA 7,CANELONES
2018/02/28,VIOLACIÓN,COMISARÍA 2,TACUAREMBÓ
2018/04/27,VIOLACIÓN,COMISARÍA 6,SORIANO
2018/10/10,VIOLACIÓN,COMISARÍA 2,SALTO
2018/09/25,VIOLACIÓN,COMISARÍA 3,SALTO
2018/03/02,VIOLACIÓN,COMISARÍA 5,COLONIA
2018/03/12,VIOLACIÓN,COMISARÍA 24,CANELONES
2018/03/13,VIOLACIÓN,COMISARÍA 4,SALTO
2018/03/15,VIOLACIÓN,COMISARÍA 8,SAN JOSÉ
2018/03/16,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2018/03/18,VIOLACIÓN,COMISARÍA 25,CANELONES
2018/03/19,VIOLACIÓN,COMISARÍA 5,COLONIA
2018/03/21,VIOLACIÓN,COMISARÍA 25,CANELONES
2018/03/20,VIOLACIÓN,COMISARÍA 8,MONTEVIDEO
2018/03/20,VIOLACIÓN,COMISARÍA 8,MONTEVIDEO
2018/03/21,VIOLACIÓN,COMISARÍA 6,MALDONADO
2018/04/15,VIOLACIÓN,COMISARÍA 24,CANELONES
2018/04/25,VIOLACIÓN,COMISARÍA 16,CANELONES
2018/03/26,VIOLACIÓN,COMISARÍA 18,MONTEVIDEO
2018/03/26,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2018/03/27,VIOLACIÓN,COMISARÍA 20,MONTEVIDEO
2018/03/28,VIOLACIÓN,COMISARÍA 10,MONTEVIDEO
2018/04/02,VIOLACIÓN,COMISARÍA 8,MONTEVIDEO
2018/04/04,VIOLACIÓN,COMISARÍA 19,MONTEVIDEO
2018/04/05,VIOLACIÓN,COMISARÍA 21,MONTEVIDEO
2018/04/06,VIOLACIÓN,COMISARÍA 17,CANELONES
2018/04/07,VIOLACIÓN,COMISARÍA 10,MALDONADO
2018/04/08,VIOLACIÓN,COMISARÍA 21,MONTEVIDEO
2018/04/08,VIOLACIÓN,COMISARÍA 25,CANELONES
2018/08/07,VIOLACIÓN,COMISARÍA 3,PAYSANDÚ
2018/04/12,VIOLACIÓN,COMISARÍA 4,SALTO
2018/04/12,VIOLACIÓN,COMISARÍA 1,TREINTA Y TRES
2018/04/10,VIOLACIÓN,COMISARÍA 12,ROCHA
2018/04/14,VIOLACIÓN,COMISARÍA 7,FLORIDA
2018/04/13,VIOLACIÓN,COMISARÍA 16,FLORIDA
2018/04/15,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2018/04/22,VIOLACIÓN,COMISARÍA 15,MONTEVIDEO
2018/04/19,VIOLACIÓN,COMISARÍA 6,MONTEVIDEO
2018/04/21,VIOLACIÓN,COMISARÍA 2,MONTEVIDEO
2018/04/23,VIOLACIÓN,COMISARÍA 19,CANELONES
2018/04/23,VIOLACIÓN,COMISARÍA 1,FLORIDA
2018/04/24,VIOLACIÓN,COMISARÍA 24,MONTEVIDEO
2018/05/01,VIOLACIÓN,COMISARÍA 13,MONTEVIDEO
2018/05/07,VIOLACIÓN,COMISARÍA 2,ARTIGAS
2018/04/28,VIOLACIÓN,COMISARÍA 16,MONTEVIDEO
2018/04/28,VIOLACIÓN,COMISARÍA 25,CANELONES
2018/04/30,VIOLACIÓN,COMISARÍA 21,MONTEVIDEO
2018/05/04,VIOLACIÓN,COMISARÍA 18,CANELONES
2018/04/30,VIOLACIÓN,COMISARÍA 20,CANELONES
2018/05/02,VIOLACIÓN,COMISARÍA 2,SALTO
2018/05/03,VIOLACIÓN,COMISARÍA 13,MONTEVIDEO
2018/05/03,VIOLACIÓN,COMISARÍA 7,CANELONES
2018/05/04,VIOLACIÓN,COMISARÍA 22,CANELONES
2018/05/06,VIOLACIÓN,COMISARÍA 9,ARTIGAS
2018/05/08,VIOLACIÓN,COMISARÍA 28,CANELONES
2018/05/11,VIOLACIÓN,COMISARÍA 5,RIVERA
2018/05/13,VIOLACIÓN,COMISARÍA 5,MONTEVIDEO
2018/05/16,VIOLACIÓN,COMISARÍA 13,DURAZNO
2018/05/16,VIOLACIÓN,COMISARÍA 8,MONTEVIDEO
2018/06/05,VIOLACIÓN,COMISARÍA 8,MONTEVIDEO
2018/05/19,VIOLACIÓN,COMISARÍA 1,FLORIDA
2018/05/27,VIOLACIÓN,COMISARÍA 2,SALTO
2018/05/27,VIOLACIÓN,COMISARÍA 25,CANELONES
2018/05/28,VIOLACIÓN,COMISARÍA 6,CERRO LARGO
2018/05/27,VIOLACIÓN,COMISARÍA 8,SAN JOSÉ
2018/05/28,VIOLACIÓN,COMISARÍA 22,CANELONES
2018/12/19,VIOLACIÓN,COMISARÍA 1,PAYSANDÚ
2018/05/31,VIOLACIÓN,COMISARÍA 2,MALDONADO
2018/05/31,VIOLACIÓN,COMISARÍA 13,MONTEVIDEO
2018/06/13,VIOLACIÓN,COMISARÍA 5,CERRO LARGO
2018/06/03,VIOLACIÓN,COMISARÍA 1,MALDONADO
2018/06/06,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2018/06/09,VIOLACIÓN,COMISARÍA 1,TREINTA Y TRES
2018/06/11,VIOLACIÓN,COMISARÍA 24,MONTEVIDEO
2018/06/20,VIOLACIÓN,COMISARÍA 13,MONTEVIDEO
2018/06/22,VIOLACIÓN,COMISARÍA 27,CANELONES
2018/06/24,VIOLACIÓN,COMISARÍA 24,MONTEVIDEO
2018/06/25,VIOLACIÓN,COMISARÍA 1,MONTEVIDEO
2018/06/25,VIOLACIÓN,COMISARÍA 27,CANELONES
2018/06/25,VIOLACIÓN,COMISARÍA 1,PAYSANDÚ
2018/06/27,VIOLACIÓN,COMISARÍA 24,MONTEVIDEO
2018/06/29,VIOLACIÓN,COMISARÍA 5,MONTEVIDEO
2018/11/27,VIOLACIÓN,COMISARÍA 5,SORIANO
2018/06/28,VIOLACIÓN,COMISARÍA 24,MONTEVIDEO
2018/07/01,VIOLACIÓN,COMISARÍA 2,MONTEVIDEO
2018/07/06,VIOLACIÓN,COMISARÍA 7,CANELONES
2018/07/15,VIOLACIÓN,COMISARÍA 3,MONTEVIDEO
2018/07/15,VIOLACIÓN,COMISARÍA 12,MONTEVIDEO
2018/07/16,VIOLACIÓN,COMISARÍA 1,MALDONADO
2018/07/17,VIOLACIÓN,COMISARÍA 17,CANELONES
2018/07/18,VIOLACIÓN,COMISARÍA 12,SORIANO
2018/07/24,VIOLACIÓN,COMISARÍA 14,MONTEVIDEO
2018/07/20,VIOLACIÓN,COMISARÍA 2,SALTO
2018/07/20,VIOLACIÓN,COMISARÍA 22,CANELONES
2018/08/03,VIOLACIÓN,COMISARÍA 6,MONTEVIDEO
2018/07/22,VIOLACIÓN,COMISARÍA 16,MONTEVIDEO
2018/07/27,VIOLACIÓN,COMISARÍA 10,RIVERA
2018/07/28,VIOLACIÓN,COMISARÍA 1,TACUAREMBÓ
2018/07/30,VIOLACIÓN,COMISARÍA 3,MONTEVIDEO
2018/08/01,VIOLACIÓN,COMISARÍA 8,COLONIA
2018/08/06,VIOLACIÓN,COMISARÍA 10,RIVERA
2018/08/06,VIOLACIÓN,COMISARÍA 12,ROCHA
2018/08/08,VIOLACIÓN,COMISARÍA 25,CANELONES
2018/08/09,VIOLACIÓN,COMISARÍA 19,MONTEVIDEO
2018/08/11,VIOLACIÓN,COMISARÍA 1,PAYSANDÚ
2018/08/12,VIOLACIÓN,COMISARÍA 24,MONTEVIDEO
2018/08/15,VIOLACIÓN,COMISARÍA 18,MONTEVIDEO
2018/08/17,VIOLACIÓN,COMISARÍA 12,MONTEVIDEO
2018/08/28,VIOLACIÓN,COMISARÍA 5,CERRO LARGO
2018/08/20,VIOLACIÓN,COMISARÍA 18,CANELONES
2018/08/20,VIOLACIÓN,COMISARÍA 19,MONTEVIDEO
2018/08/29,VIOLACIÓN,COMISARÍA 2,RÍO NEGRO
2018/08/26,VIOLACIÓN,COMISARÍA 3,PAYSANDÚ
2018/08/25,VIOLACIÓN,COMISARÍA 7,MONTEVIDEO
2018/08/25,VIOLACIÓN,COMISARÍA 24,MONTEVIDEO
2018/08/26,VIOLACIÓN,COMISARÍA 24,MONTEVIDEO
2018/08/29,VIOLACIÓN,COMISARÍA 2,SALTO
2018/08/28,VIOLACIÓN,COMISARÍA 5,COLONIA
2018/08/28,VIOLACIÓN,COMISARÍA 19,MONTEVIDEO
2018/08/29,VIOLACIÓN,COMISARÍA 2,RÍO NEGRO
2018/08/29,VIOLACIÓN,COMISARÍA 1,PAYSANDÚ
2018/08/29,VIOLACIÓN,COMISARÍA 3,SALTO
2018/08/30,VIOLACIÓN,COMISARÍA 1,ARTIGAS
2018/09/10,VIOLACIÓN,COMISARÍA 16,CANELONES
2018/09/05,VIOLACIÓN,COMISARÍA 4,MONTEVIDEO
2018/09/21,VIOLACIÓN,COMISARÍA 11,FLORIDA
2018/11/05,VIOLACIÓN,COMISARÍA 22,MONTEVIDEO
2018/09/10,VIOLACIÓN,COMISARÍA 1,MALDONADO
2018/09/10,VIOLACIÓN,COMISARÍA 2,MALDONADO
2018/09/13,VIOLACIÓN,COMISARÍA 13,MONTEVIDEO
2018/09/13,VIOLACIÓN,COMISARÍA 1,RIVERA
2018/09/14,VIOLACIÓN,COMISARÍA 2,TACUAREMBÓ
2018/09/19,VIOLACIÓN,COMISARÍA 1,CANELONES
2018/09/22,VIOLACIÓN,COMISARÍA 16,CANELONES
2018/09/21,VIOLACIÓN,COMISARÍA 2,COLONIA
2018/09/23,VIOLACIÓN,COMISARÍA 15,CERRO LARGO
2018/09/27,VIOLACIÓN,COMISARÍA 7,DURAZNO
2018/12/17,VIOLACIÓN,COMISARÍA 6,MALDONADO
2018/09/26,VIOLACIÓN,COMISARÍA 2,SAN JOSÉ
2018/09/27,VIOLACIÓN,COMISARÍA 8,MONTEVIDEO
2018/09/27,VIOLACIÓN,COMISARÍA 4,SORIANO
2018/09/28,VIOLACIÓN,COMISARÍA 25,CANELONES
2018/10/28,VIOLACIÓN,COMISARÍA 15,CERRO LARGO
2018/10/02,VIOLACIÓN,COMISARÍA 8,MONTEVIDEO
2018/10/04,VIOLACIÓN,COMISARÍA 7,FLORIDA
2018/10/03,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2018/10/04,VIOLACIÓN,COMISARÍA 2,TREINTA Y TRES
2018/10/05,VIOLACIÓN,COMISARÍA 2,MONTEVIDEO
2018/10/05,VIOLACIÓN,COMISARÍA 2,MONTEVIDEO
2018/10/08,VIOLACIÓN,COMISARÍA 20,MONTEVIDEO
2018/10/08,VIOLACIÓN,COMISARÍA 11,ROCHA
2018/10/11,VIOLACIÓN,COMISARÍA 26,CANELONES
2018/10/20,VIOLACIÓN,COMISARÍA 1,ROCHA
2018/10/16,VIOLACIÓN,COMISARÍA 8,SORIANO
2018/10/17,VIOLACIÓN,COMISARÍA 1,LAVALLEJA
2018/10/18,VIOLACIÓN,COMISARÍA 13,TACUAREMBÓ
2018/10/18,VIOLACIÓN,COMISARÍA 21,CANELONES
2018/10/19,VIOLACIÓN,COMISARÍA 9,MONTEVIDEO
2018/10/22,VIOLACIÓN,COMISARÍA 2,SAN JOSÉ
2018/10/24,VIOLACIÓN,COMISARÍA 2,RÍO NEGRO
2018/10/23,VIOLACIÓN,COMISARÍA 25,CANELONES
2018/10/24,VIOLACIÓN,COMISARÍA 1,PAYSANDÚ
2018/10/25,VIOLACIÓN,COMISARÍA 27,CANELONES
2018/10/28,VIOLACIÓN,COMISARÍA 1,PAYSANDÚ
2018/11/01,VIOLACIÓN,COMISARÍA 1,SALTO
2018/10/29,VIOLACIÓN,COMISARÍA 9,RIVERA
2018/10/29,VIOLACIÓN,COMISARÍA 2,TACUAREMBÓ
2018/10/30,VIOLACIÓN,COMISARÍA 7,CANELONES
2018/10/31,VIOLACIÓN,COMISARÍA 25,MONTEVIDEO
2018/11/03,VIOLACIÓN,COMISARÍA 14,MONTEVIDEO
2018/11/03,VIOLACIÓN,COMISARÍA 6,MONTEVIDEO
2018/11/04,VIOLACIÓN,COMISARÍA 6,MALDONADO
2018/11/04,VIOLACIÓN,COMISARÍA 27,CANELONES
2018/11/06,VIOLACIÓN,COMISARÍA 4,CANELONES
2018/11/06,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2018/11/29,VIOLACIÓN,COMISARÍA 1,LAVALLEJA
2018/11/08,VIOLACIÓN,COMISARÍA 5,ROCHA
2018/11/13,VIOLACIÓN,COMISARÍA 24,MONTEVIDEO
2018/11/12,VIOLACIÓN,COMISARÍA 21,MONTEVIDEO
2018/11/13,VIOLACIÓN,COMISARÍA 3,MONTEVIDEO
2018/11/15,VIOLACIÓN,COMISARÍA 20,CANELONES
2018/11/16,VIOLACIÓN,COMISARÍA 22,MONTEVIDEO
2018/11/18,VIOLACIÓN,COMISARÍA 2,SALTO
2018/11/19,VIOLACIÓN,COMISARÍA 14,FLORIDA
2018/11/21,VIOLACIÓN,COMISARÍA 2,TACUAREMBÓ
2018/11/21,VIOLACIÓN,COMISARÍA 7,CANELONES
2018/11/21,VIOLACIÓN,COMISARÍA 7,FLORIDA
2018/11/23,VIOLACIÓN,COMISARÍA 4,LAVALLEJA
2018/11/24,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2018/11/29,VIOLACIÓN,COMISARÍA 24,MONTEVIDEO
2018/11/29,VIOLACIÓN,COMISARÍA 2,CERRO LARGO
2018/11/29,VIOLACIÓN,COMISARÍA 4,CANELONES
2018/11/30,VIOLACIÓN,COMISARÍA 11,MALDONADO
2018/12/12,VIOLACIÓN,COMISARÍA 6,SALTO
2018/12/23,VIOLACIÓN,COMISARÍA 1,CERRO LARGO
2018/12/08,VIOLACIÓN,COMISARÍA 16,CANELONES
2018/12/12,VIOLACIÓN,COMISARÍA 2,MALDONADO
2018/12/10,VIOLACIÓN,COMISARÍA 2,MONTEVIDEO
2018/12/10,VIOLACIÓN,COMISARÍA 16,CANELONES
2018/12/11,VIOLACIÓN,COMISARÍA 5,SORIANO
2018/12/13,VIOLACIÓN,COMISARÍA 19,MONTEVIDEO
2018/12/13,VIOLACIÓN,COMISARÍA 2,PAYSANDÚ
2018/12/14,VIOLACIÓN,COMISARÍA 6,PAYSANDÚ
2018/12/26,VIOLACIÓN,COMISARÍA 3,CANELONES
2018/12/18,VIOLACIÓN,COMISARÍA 4,LAVALLEJA
2018/12/17,VIOLACIÓN,COMISARÍA 2,RÍO NEGRO
2018/12/17,VIOLACIÓN,COMISARÍA 1,SALTO
2018/12/18,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2018/12/18,VIOLACIÓN,COMISARÍA 5,COLONIA
2018/12/18,VIOLACIÓN,COMISARÍA 16,MONTEVIDEO
2018/12/20,VIOLACIÓN,COMISARÍA 1,MALDONADO
2018/12/20,VIOLACIÓN,COMISARÍA 7,ARTIGAS
2018/12/20,VIOLACIÓN,COMISARÍA 25,MONTEVIDEO
2018/12/30,VIOLACIÓN,COMISARÍA 11,CANELONES
2018/12/20,VIOLACIÓN,COMISARÍA 14,MONTEVIDEO
2018/12/22,VIOLACIÓN,COMISARÍA 16,MONTEVIDEO
2018/12/21,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2018/12/23,VIOLACIÓN,COMISARÍA 1,CERRO LARGO
2018/12/23,VIOLACIÓN,COMISARÍA 1,MONTEVIDEO
2018/12/24,VIOLACIÓN,COMISARÍA 6,MONTEVIDEO
2018/12/26,VIOLACIÓN,COMISARÍA 10,MONTEVIDEO
2018/12/27,VIOLACIÓN,COMISARÍA 18,MONTEVIDEO
2018/12/28,VIOLACIÓN,COMISARÍA 7,MONTEVIDEO
2018/12/28,VIOLACIÓN,COMISARÍA 2,CANELONES
2018/12/28,VIOLACIÓN,COMISARÍA 21,MONTEVIDEO
2018/12/30,VIOLACIÓN,COMISARÍA 17,MONTEVIDEO
2019/09/12,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2019/10/18,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2019/11/21,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2019/10/28,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2019/12/14,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2019/08/20,ABUSO SEXUAL,COMISARÍA 5,PAYSANDÚ
2019/08/20,ABUSO SEXUAL,COMISARÍA 5,MONTEVIDEO
2019/03/21,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2019/08/15,ABUSO SEXUAL,COMISARÍA 3,COLONIA
2019/02/06,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2019/07/04,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2019/12/30,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2019/04/30,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2019/05/09,ABUSO SEXUAL,COMISARÍA 11,PAYSANDÚ
2019/06/15,ABUSO SEXUAL,COMISARÍA 4,SALTO
2019/12/11,ABUSO SEXUAL,COMISARÍA 1,TREINTA Y TRES
2019/10/24,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2019/12/03,ABUSO SEXUAL,COMISARÍA 22,MONTEVIDEO
2019/03/26,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2019/09/23,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2019/06/03,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2019/09/26,ABUSO SEXUAL,COMISARÍA 7,ARTIGAS
2019/11/14,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2019/11/15,ABUSO SEXUAL,COMISARÍA 7,COLONIA
2019/07/03,ABUSO SEXUAL,COMISARÍA 5,MONTEVIDEO
2019/06/20,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2019/01/21,ABUSO SEXUAL,COMISARÍA 7,COLONIA
2019/08/02,ABUSO SEXUAL,COMISARÍA 1,SAN JOSÉ
2019/07/25,ABUSO SEXUAL,COMISARÍA 18,CANELONES
2019/08/06,ABUSO SEXUAL,COMISARÍA 3,PAYSANDÚ
2019/09/18,ABUSO SEXUAL,COMISARÍA 3,TACUAREMBÓ
2019/11/14,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2019/12/25,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2019/07/04,ABUSO SEXUAL,COMISARÍA 2,MALDONADO
2019/10/29,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2019/03/18,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2019/05/15,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2019/07/30,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2019/08/06,ABUSO SEXUAL,COMISARÍA 20,MONTEVIDEO
2019/10/07,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2019/12/08,ABUSO SEXUAL,COMISARÍA 4,DURAZNO
2019/02/08,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2019/03/05,ABUSO SEXUAL,COMISARÍA 8,COLONIA
2019/04/15,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2019/05/27,ABUSO SEXUAL,COMISARÍA 3,TACUAREMBÓ
2019/08/08,ABUSO SEXUAL,COMISARÍA 5,COLONIA
2019/11/05,ABUSO SEXUAL,COMISARÍA 1,TACUAREMBÓ
