Ingreso,Título,Jurisdicción,Departamento
2019/07/23,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2019/12/03,ABUSO SEXUAL,COMISARÍA 22,MONTEVIDEO
2019/12/10,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2019/11/22,ABUSO SEXUAL,COMISARÍA 8,SAN JOSÉ
2019/01/03,ABUSO SEXUAL,COMISARÍA 2,MALDONADO
2019/01/16,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2019/08/12,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2019/11/23,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2019/03/19,ABUSO SEXUAL,COMISARÍA 14,LAVALLEJA
2019/09/07,ABUSO SEXUAL,COMISARÍA 10,MALDONADO
2019/10/14,ABUSO SEXUAL,COMISARÍA 1,TREINTA Y TRES
2019/10/23,ABUSO SEXUAL,COMISARÍA 1,ARTIGAS
2019/10/25,ABUSO SEXUAL,COMISARÍA 1,ARTIGAS
2019/03/12,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2019/03/29,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2019/04/02,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2019/09/30,ABUSO SEXUAL,COMISARÍA 2,COLONIA
2019/11/12,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2019/11/06,ABUSO SEXUAL,COMISARÍA 18,CANELONES
2019/11/20,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2019/08/25,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2019/04/01,ABUSO SEXUAL,COMISARÍA 7,FLORES
2019/11/26,ABUSO SEXUAL,COMISARÍA 5,COLONIA
2019/09/30,ABUSO SEXUAL,COMISARÍA 3,ROCHA
2019/08/13,ABUSO SEXUAL,COMISARÍA 5,COLONIA
2019/02/17,ABUSO SEXUAL,COMISARÍA 5,MONTEVIDEO
2019/12/06,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2019/12/13,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2019/12/12,ABUSO SEXUAL,COMISARÍA 3,SORIANO
2019/04/02,ABUSO SEXUAL,COMISARÍA 2,TREINTA Y TRES
2019/03/28,ABUSO SEXUAL,COMISARÍA 11,MALDONADO
2019/06/24,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2019/03/08,ABUSO SEXUAL,COMISARÍA 11,SALTO
2019/05/02,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2019/05/31,ABUSO SEXUAL,COMISARÍA 2,RÍO NEGRO
2019/08/20,ABUSO SEXUAL,COMISARÍA 6,CANELONES
2019/06/24,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2019/06/20,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2019/02/15,ABUSO SEXUAL,COMISARÍA 4,RÍO NEGRO
2019/12/04,ABUSO SEXUAL,COMISARÍA 4,RÍO NEGRO
2019/06/13,ABUSO SEXUAL,COMISARÍA 6,SAN JOSÉ
2019/09/25,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2019/10/23,ABUSO SEXUAL,COMISARÍA 7,MONTEVIDEO
2019/05/03,ABUSO SEXUAL,COMISARÍA 1,SAN JOSÉ
2019/10/04,ABUSO SEXUAL,COMISARÍA 2,SALTO
2019/05/28,ABUSO SEXUAL,COMISARÍA 3,SALTO
2019/05/13,ABUSO SEXUAL,COMISARÍA 7,SORIANO
2019/11/01,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2019/02/11,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2019/03/13,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2019/06/14,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2019/03/26,ABUSO SEXUAL,COMISARÍA 2,RÍO NEGRO
2019/07/03,ABUSO SEXUAL,COMISARÍA 4,COLONIA
2019/12/26,ABUSO SEXUAL,COMISARÍA 3,SAN JOSÉ
2019/09/25,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2019/04/08,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2019/07/26,ABUSO SEXUAL,COMISARÍA 8,CERRO LARGO
2019/05/07,ABUSO SEXUAL,COMISARÍA 1,TREINTA Y TRES
2019/03/25,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2019/10/01,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2019/02/14,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2019/04/11,ABUSO SEXUAL,COMISARÍA 3,SALTO
2019/12/26,ABUSO SEXUAL,COMISARÍA 1,DURAZNO
2019/11/08,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2019/07/08,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2019/07/24,ABUSO SEXUAL,COMISARÍA 3,CERRO LARGO
2019/10/20,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2019/06/26,ABUSO SEXUAL,COMISARÍA 1,PAYSANDÚ
2019/06/23,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2019/08/15,ABUSO SEXUAL,COMISARÍA 18,CANELONES
2019/11/12,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2019/09/10,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2019/12/12,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2019/06/21,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2019/02/26,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2019/10/10,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2019/03/07,ABUSO SEXUAL,COMISARÍA 3,SALTO
2019/01/21,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2019/10/02,ABUSO SEXUAL,COMISARÍA 3,RIVERA
2019/01/03,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2019/12/06,ABUSO SEXUAL,COMISARÍA 10,MONTEVIDEO
2019/05/06,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2019/10/07,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2019/07/16,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2019/05/10,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2019/09/30,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2019/10/25,ABUSO SEXUAL,COMISARÍA 12,ROCHA
2019/08/19,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2019/01/22,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2019/08/30,ABUSO SEXUAL,COMISARÍA 10,MONTEVIDEO
2019/08/12,ABUSO SEXUAL,COMISARÍA 8,TREINTA Y TRES
2019/02/04,ABUSO SEXUAL,COMISARÍA 13,DURAZNO
2019/01/25,ABUSO SEXUAL,COMISARÍA 1,FLORES
2019/02/18,ABUSO SEXUAL,COMISARÍA 14,MONTEVIDEO
2019/07/26,ABUSO SEXUAL,COMISARÍA 18,CANELONES
2019/01/22,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2019/03/25,ABUSO SEXUAL,COMISARÍA 1,RÍO NEGRO
2019/05/17,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2019/11/18,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2019/02/19,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2019/04/08,ABUSO SEXUAL,COMISARÍA 26,CANELONES
2019/02/27,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2019/02/21,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2019/03/25,ABUSO SEXUAL,COMISARÍA 3,RÍO NEGRO
2019/11/27,ABUSO SEXUAL,COMISARÍA 7,COLONIA
2019/07/09,ABUSO SEXUAL,COMISARÍA 3,SORIANO
2019/09/18,ABUSO SEXUAL,COMISARÍA 1,SAN JOSÉ
2019/11/19,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2019/08/19,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2019/04/16,ABUSO SEXUAL,COMISARÍA 6,FLORIDA
2019/02/18,ABUSO SEXUAL,COMISARÍA 2,DURAZNO
2019/02/26,ABUSO SEXUAL,COMISARÍA 2,SALTO
2019/07/01,ABUSO SEXUAL,COMISARÍA 3,PAYSANDÚ
2019/07/12,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2019/01/24,ABUSO SEXUAL,COMISARÍA 1,TREINTA Y TRES
2019/01/21,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2019/02/01,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2019/01/21,ABUSO SEXUAL,COMISARÍA 3,RIVERA
2019/01/24,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2019/01/14,ABUSO SEXUAL,COMISARÍA 3,SORIANO
2019/01/08,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2019/07/17,ABUSO SEXUAL,COMISARÍA 1,COLONIA
2019/01/04,ABUSO SEXUAL,COMISARÍA 3,TACUAREMBÓ
2019/03/21,ABUSO SEXUAL,COMISARÍA 13,COLONIA
2019/11/05,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2019/03/15,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2019/01/02,ABUSO SEXUAL,COMISARÍA 3,RÍO NEGRO
2019/08/02,ABUSO SEXUAL,COMISARÍA 3,TACUAREMBÓ
2019/02/12,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2019/01/02,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2019/01/03,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2019/10/17,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2019/01/03,ABUSO SEXUAL,COMISARÍA 16,COLONIA
2019/01/22,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2019/03/13,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2019/01/05,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2019/01/25,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2019/01/06,ABUSO SEXUAL,COMISARÍA 1,ARTIGAS
2019/01/16,ABUSO SEXUAL,COMISARÍA 11,SAN JOSÉ
2019/01/08,ABUSO SEXUAL,COMISARÍA 8,SAN JOSÉ
2019/01/07,ABUSO SEXUAL,COMISARÍA 3,SALTO
2019/01/07,ABUSO SEXUAL,COMISARÍA 7,FLORIDA
2019/01/07,ABUSO SEXUAL,COMISARÍA 5,CANELONES
2019/01/08,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2019/01/08,ABUSO SEXUAL,COMISARÍA 7,SAN JOSÉ
2019/01/08,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2019/01/08,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2019/01/09,ABUSO SEXUAL,COMISARÍA 12,ROCHA
2019/01/09,ABUSO SEXUAL,COMISARÍA 10,MONTEVIDEO
2019/08/01,ABUSO SEXUAL,COMISARÍA 14,MONTEVIDEO
2019/01/09,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2019/01/12,ABUSO SEXUAL,COMISARÍA 7,SAN JOSÉ
2019/12/09,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2019/01/15,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2019/01/18,ABUSO SEXUAL,COMISARÍA 4,COLONIA
2019/01/21,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2019/01/10,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2019/01/13,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2019/02/02,ABUSO SEXUAL,COMISARÍA 13,DURAZNO
2019/01/14,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2019/01/14,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2019/01/17,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2019/01/16,ABUSO SEXUAL,COMISARÍA 3,RIVERA
2019/01/15,ABUSO SEXUAL,COMISARÍA 1,TACUAREMBÓ
2019/01/18,ABUSO SEXUAL,COMISARÍA 10,MALDONADO
2019/01/15,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2019/01/15,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2019/01/15,ABUSO SEXUAL,COMISARÍA 3,RIVERA
2019/01/15,ABUSO SEXUAL,COMISARÍA 11,MALDONADO
2019/01/22,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2019/01/16,ABUSO SEXUAL,COMISARÍA 1,DURAZNO
2019/01/16,ABUSO SEXUAL,COMISARÍA 19,CANELONES
2019/01/17,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2019/03/15,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2019/01/25,ABUSO SEXUAL,COMISARÍA 5,ROCHA
2019/01/18,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2019/01/21,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2019/01/18,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2019/01/19,ABUSO SEXUAL,PREFECTURA DE TROUVILLE,MONTEVIDEO
2019/01/19,ABUSO SEXUAL,COMISARÍA 8,ARTIGAS
2019/01/24,ABUSO SEXUAL,COMISARÍA 25,CANELONES
2019/01/30,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2019/01/22,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2019/01/23,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2019/01/20,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2019/09/29,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2019/01/21,ABUSO SEXUAL,COMISARÍA 11,SORIANO
2019/01/23,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2019/01/21,ABUSO SEXUAL,COMISARÍA 7,MONTEVIDEO
2019/01/22,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2019/01/22,ABUSO SEXUAL,COMISARÍA 4,ROCHA
2019/01/25,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2019/01/23,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2019/01/23,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2019/01/24,ABUSO SEXUAL,COMISARÍA 4,ROCHA
2019/01/24,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2019/01/24,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2019/01/28,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2019/01/25,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2019/02/06,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2019/01/25,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2019/01/25,ABUSO SEXUAL,COMISARÍA 7,MONTEVIDEO
2019/01/30,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2019/01/28,ABUSO SEXUAL,COMISARÍA 18,CANELONES
2019/02/01,ABUSO SEXUAL,COMISARÍA 7,COLONIA
2019/02/01,ABUSO SEXUAL,COMISARÍA 5,SORIANO
2019/02/04,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2019/01/28,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2019/01/30,ABUSO SEXUAL,COMISARÍA 1,FLORES
2019/01/29,ABUSO SEXUAL,COMISARÍA 2,TACUAREMBÓ
2019/01/29,ABUSO SEXUAL,COMISARÍA 1,FLORES
2019/01/29,ABUSO SEXUAL,COMISARÍA 1,CANELONES
2019/01/30,ABUSO SEXUAL,COMISARÍA 18,CANELONES
2019/01/30,ABUSO SEXUAL,COMISARÍA 1,ARTIGAS
2019/02/01,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2019/02/01,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2019/02/01,ABUSO SEXUAL,COMISARÍA 14,TACUAREMBÓ
2019/02/08,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2019/02/02,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2019/02/04,ABUSO SEXUAL,COMISARÍA 10,MONTEVIDEO
2019/02/05,ABUSO SEXUAL,COMISARÍA 5,SALTO
2019/02/06,ABUSO SEXUAL,COMISARÍA 5,SALTO
2019/02/05,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2019/02/05,ABUSO SEXUAL,COMISARÍA 3,CANELONES
2019/02/05,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2019/02/05,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2019/02/10,ABUSO SEXUAL,COMISARÍA 12,MALDONADO
2019/02/06,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2019/09/27,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2019/02/06,ABUSO SEXUAL,COMISARÍA 1,CERRO LARGO
2019/02/21,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2019/02/07,ABUSO SEXUAL,COMISARÍA 1,MONTEVIDEO
2019/02/07,ABUSO SEXUAL,COMISARÍA 1,LAVALLEJA
2019/02/14,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2019/02/08,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2019/02/11,ABUSO SEXUAL,COMISARÍA 5,SORIANO
2019/02/13,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2019/02/09,ABUSO SEXUAL,COMISARÍA 3,TACUAREMBÓ
2019/02/10,ABUSO SEXUAL,COMISARÍA 8,SAN JOSÉ
2019/02/11,ABUSO SEXUAL,COMISARÍA 3,TACUAREMBÓ
2019/02/13,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2019/02/12,ABUSO SEXUAL,COMISARÍA 6,TACUAREMBÓ
2019/02/13,ABUSO SEXUAL,COMISARÍA 7,SAN JOSÉ
2019/02/13,ABUSO SEXUAL,COMISARÍA 3,TREINTA Y TRES
2019/02/13,ABUSO SEXUAL,COMISARÍA 7,FLORIDA
2019/02/14,ABUSO SEXUAL,COMISARÍA 7,ARTIGAS
2019/02/14,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2019/02/15,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2019/02/21,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2019/02/16,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2019/02/16,ABUSO SEXUAL,COMISARÍA 15,DURAZNO
2019/02/16,ABUSO SEXUAL,COMISARÍA 18,CANELONES
2019/08/16,ABUSO SEXUAL,COMISARÍA 1,SALTO
2019/02/16,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2019/02/18,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2019/02/17,ABUSO SEXUAL,COMISARÍA 11,MALDONADO
2019/02/17,ABUSO SEXUAL,COMISARÍA 5,MONTEVIDEO
2019/02/17,ABUSO SEXUAL,COMISARÍA 16,SALTO
2019/02/23,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2019/02/17,ABUSO SEXUAL,COMISARÍA 7,FLORIDA
2019/02/20,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2019/02/19,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2019/02/21,ABUSO SEXUAL,COMISARÍA 3,CERRO LARGO
2019/02/18,ABUSO SEXUAL,COMISARÍA 28,CANELONES
2019/02/19,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2019/02/19,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2019/02/19,ABUSO SEXUAL,COMISARÍA 10,TACUAREMBÓ
2019/02/19,ABUSO SEXUAL,COMISARÍA 15,SALTO
2019/02/19,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2019/02/20,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2019/02/21,ABUSO SEXUAL,COMISARÍA 5,SORIANO
2019/02/21,ABUSO SEXUAL,COMISARÍA 1,COLONIA
2019/02/22,ABUSO SEXUAL,COMISARÍA 16,COLONIA
2019/04/22,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2019/02/22,ABUSO SEXUAL,COMISARÍA 16,CANELONES
2019/05/22,ABUSO SEXUAL,COMISARÍA 1,LAVALLEJA
2019/02/28,ABUSO SEXUAL,COMISARÍA 8,MALDONADO
2019/02/23,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2019/02/23,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2019/02/24,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2019/03/04,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2019/02/24,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2019/02/27,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2019/02/25,ABUSO SEXUAL,COMISARÍA 24,CANELONES
2019/02/25,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2019/03/09,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2019/02/26,ABUSO SEXUAL,COMISARÍA 2,RÍO NEGRO
2019/02/27,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2019/02/27,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2019/02/28,ABUSO SEXUAL,COMISARÍA 4,COLONIA
2019/03/01,ABUSO SEXUAL,COMISARÍA 10,LAVALLEJA
2019/03/18,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2019/02/28,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2019/03/01,ABUSO SEXUAL,COMISARÍA 3,ROCHA
2019/03/01,ABUSO SEXUAL,COMISARÍA 3,ROCHA
2019/03/01,ABUSO SEXUAL,COMISARÍA 12,ROCHA
2019/10/16,ABUSO SEXUAL,COMISARÍA 7,ARTIGAS
2019/03/02,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2019/03/31,ABUSO SEXUAL,COMISARÍA 10,TACUAREMBÓ
2019/03/05,ABUSO SEXUAL,COMISARÍA 1,ROCHA
2019/03/06,ABUSO SEXUAL,COMISARÍA 2,RÍO NEGRO
2019/03/06,ABUSO SEXUAL,COMISARÍA 2,MALDONADO
2019/03/06,ABUSO SEXUAL,COMISARÍA 4,ROCHA
2019/03/06,ABUSO SEXUAL,COMISARÍA 6,CERRO LARGO
2019/06/11,ABUSO SEXUAL,COMISARÍA 1,TACUAREMBÓ
2019/03/06,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2019/03/07,ABUSO SEXUAL,COMISARÍA 6,CERRO LARGO
2019/03/07,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2019/03/21,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2019/03/07,ABUSO SEXUAL,COMISARÍA 1,PAYSANDÚ
2019/03/08,ABUSO SEXUAL,COMISARÍA 4,DURAZNO
2019/03/08,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2019/03/10,ABUSO SEXUAL,COMISARÍA 7,COLONIA
2019/03/10,ABUSO SEXUAL,COMISARÍA 3,PAYSANDÚ
2019/03/10,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2019/04/03,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2019/03/11,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2019/03/11,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2019/03/11,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2019/03/11,ABUSO SEXUAL,COMISARÍA 2,COLONIA
2019/03/16,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2019/03/12,ABUSO SEXUAL,COMISARÍA 1,ARTIGAS
2019/03/12,ABUSO SEXUAL,COMISARÍA 4,SORIANO
2019/03/13,ABUSO SEXUAL,COMISARÍA 2,FLORIDA
2019/03/18,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2019/03/18,ABUSO SEXUAL,COMISARÍA 3,SORIANO
2019/03/13,ABUSO SEXUAL,COMISARÍA 1,TACUAREMBÓ
2019/03/14,ABUSO SEXUAL,COMISARÍA 11,MONTEVIDEO
2019/03/14,ABUSO SEXUAL,COMISARÍA 2,TACUAREMBÓ
2019/03/21,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2019/11/14,ABUSO SEXUAL,COMISARÍA 5,SORIANO
2019/03/20,ABUSO SEXUAL,COMISARÍA 7,ARTIGAS
2019/03/20,ABUSO SEXUAL,COMISARÍA 7,ARTIGAS
2019/03/15,ABUSO SEXUAL,COMISARÍA 4,DURAZNO
2019/04/04,ABUSO SEXUAL,COMISARÍA 1,ROCHA
2019/03/15,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2019/03/15,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2019/03/16,ABUSO SEXUAL,COMISARÍA 15,DURAZNO
2019/03/18,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2019/03/15,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2019/06/12,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2019/07/24,ABUSO SEXUAL,COMISARÍA 2,SALTO
2019/03/16,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2019/03/22,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2019/03/17,ABUSO SEXUAL,COMISARÍA 2,MALDONADO
2019/03/20,ABUSO SEXUAL,COMISARÍA 12,MALDONADO
2019/03/18,ABUSO SEXUAL,COMISARÍA 1,COLONIA
2019/03/19,ABUSO SEXUAL,COMISARÍA 28,CANELONES
2019/03/19,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2019/03/21,ABUSO SEXUAL,COMISARÍA 3,SORIANO
2019/03/20,ABUSO SEXUAL,COMISARÍA 7,SAN JOSÉ
2019/03/20,ABUSO SEXUAL,COMISARÍA 17,CANELONES
2019/03/20,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2019/03/20,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2019/03/20,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2019/03/21,ABUSO SEXUAL,COMISARÍA 11,ROCHA
2019/03/21,ABUSO SEXUAL,COMISARÍA 11,MALDONADO
2019/03/21,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2019/03/21,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2019/03/22,ABUSO SEXUAL,COMISARÍA 10,CERRO LARGO
2019/03/28,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2019/03/27,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2019/03/29,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2019/03/25,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2019/03/27,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2019/03/26,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2019/04/02,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2019/05/10,ABUSO SEXUAL,COMISARÍA 5,MONTEVIDEO
2019/06/04,ABUSO SEXUAL,COMISARÍA 2,COLONIA
2019/03/28,ABUSO SEXUAL,COMISARÍA 6,CANELONES
2019/03/29,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2019/03/29,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2019/03/29,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2019/03/29,ABUSO SEXUAL,COMISARÍA 2,COLONIA
2019/04/10,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2019/04/05,ABUSO SEXUAL,COMISARÍA 20,MONTEVIDEO
